# format	robotrace-shortcut-course-v1
# course_id	2013alljapan_pre
# source_file	examples/synthetic/2013alljapan_pre.json
# source_hash	fe3e7db3b0d6a406580611db0246c2fbf0cd40c935f1033c2b4551f30e6d4960
# line_width_mm	19.000000
distance_mm	line_x_mm	line_y_mm
9610	-2000	847.011719
9620	-2000	837.011719
9630	-2000	827.011719
9640	-2000	817.011719
9650	-2000	807.011719
9660	-2000	797.011719
9670	-2000	787.011719
9680	-2000	777.011719
9690	-2000	767.011719
9700	-2000	757.011719
9710	-2000	747.011719
9720	-2000	737.011719
9730	-2000	727.011719
9740	-2000	717.011719
9750	-2000	707.011719
9760	-2000	697.011719
9770	-2000	687.011719
9780	-2000	677.011719
9790	-2000	667.011719
9800	-2000	657.011719
9810	-2000	647.011719
9820	-2000	637.011719
9830	-2000	627.011719
9840	-2000	617.011719
9850	-2000	607.011719
9860	-2000	597.011719
9870	-2000	587.011719
9880	-2000	577.011719
9890	-2000	567.011719
9900	-2000	557.011719
9910	-2000	547.011719
9920	-2000	537.011719
9930	-2000	527.011719
9940	-2000	517.011719
9950	-2000	507.011688
9960	-2000	497.011688
9970	-2000	487.011688
9980	-2000	477.011688
9990	-2000	467.011688
10000	-2000	457.011688
10010	-2000	447.011688
10020	-2000	437.011688
